Unnamed: 0,Name,Rating,Reviews,Company_type,Headquarter,Old,No. of Employees,Tags,current_capacity
2218,Schwing Stetter,4.1,(229 Reviews),Private,Herne + 31 more,77 years old,1k-5k Employees (India),Industrial Equipment / Machinery,1
2219,Welspun Corp,3.9,(229 Reviews),Mumbai + 15 more,37 years old,5k-10k Employees (India),,Industrial Equipment / Machinery,13
2220,Zolo,3.6,(229 Reviews),Private,Bangalore + 14 more,7 years old,501-1k Employees (India),Internet,19
2221,Ingersoll Rand,4.3,(259 Reviews),Public,"Dublin,Dublin + 20 more",50 years old,1k-5k Employees (India),Industrial Equipment / Machinery,3
2222,Apex Laboratorie...,4.1,(228 Reviews),Private,Chennai + 36 more,44 years old,1k-5k Employees (India),Analytics / KPO / Research,17
2223,Cadbury,4.5,(228 Reviews),Private,London + 57 more,198 years old,1k-5k Employees (India),FMCG,5
2224,Pathkind Diagnos...,4.1,(228 Reviews),Private,"Gurgaon/Gurugram,Haryana + 59 more",6 years old,501-1k Employees (India),Medical Services / Hospital,20
2225,Wissen Infotech,4.2,(365 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 7 more",22 years old,1k-5k Employees (India),Analytics / KPO / Research,8
2226,Mastek,4.0,(227 Reviews),Public,"Mumbai,Maharashtra + 9 more",40 years old,1k-5k Employees (India),IT Services & Consulting,14
2227,Chambal Fertilis...,4.0,(227 Reviews),Public,"Kota,Rajasthan + 35 more",37 years old,1k-5k Employees (India),Chemicals / Agri Inputs,4
2228,BKT Tyres,4.2,(227 Reviews),Private,Mumbai + 17 more,34 years old,5k-10k Employees (India),Manufacturing,11
2229,Deenanath Manges...,4.3,(227 Reviews),Private,"Pune,Maharashtra + 7 more",21 years old,11-50 Employees (India),Medical Services / Hospital,20
2230,MSD Pharmaceutic...,3.9,(227 Reviews),Private,"Gurgaon/Gurugram,Haryana + 40 more",57 years old,1k-5k Employees (India),Manufacturing,15
2231,Family Health Pl...,4.1,(227 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 19 more",27 years old,1k-5k Employees (India),Insurance,19
2232,L&T Realty,4.5,(227 Reviews),Mumbai + 7 more,201-500 Employees (India),,,Real Estate,7
2233,Vertiv Energy,4.1,(227 Reviews),Private,"Columbus,Ohio + 25 more",29 years old,1k-5k Employees (India),Industrial Equipment / Machinery,19
2234,CAPGEMINI INDIA...,3.7,(227 Reviews),Bengaluru/Bangalore + 11 more,,,,IT Services & Consulting,19
2235,Netafim Irrigati...,4.1,(266 Reviews),Private,"Vadodara/Baroda,Gujarat + 47 more",57 years old,1k-5k Employees (India),Agriculture / Forestry / Fishing,11
2236,BPTP,4.2,(226 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",19 years old,501-1k Employees (India),Real Estate,5
2237,Subex,3.5,(226 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 4 more",30 years old,501-1k Employees (India),Consulting,5
2238,Celebi NAS Airpo...,4.3,(226 Reviews),Private,"Mumbai,Maharashtra + 6 more",14 years old,201-500 Employees (India),Recruitment / Staffing,8
2239,Rackspace,4.1,(226 Reviews),Private,"San Antonio,Texas + 7 more",24 years old,1k-5k Employees (India),Internet,10
2240,NetAmbit,3.6,(226 Reviews),Private,"Noida,Uttar Pradesh + 41 more",22 years old,501-1k Employees (India),Recruitment / Staffing,6
2241,Collegedunia,3.3,(226 Reviews),Private,"Gurgaon/Gurugram,Haryana + 12 more",8 years old,1k-5k Employees (India),Financial Services,15
2242,Sahyadri Hospita...,4.1,(226 Reviews),Private,"Pune,Maharashtra + 3 more",28 years old,1k-5k Employees (India),Medical Services / Hospital,16
2243,Worldline Global...,3.9,(226 Reviews),Private,"Bezons,Val Doise + 20 more",48 years old,1k-5k Employees (India),Financial Services,17
2244,Guidehouse,4.1,(226 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 4 more",19 years old,1k-5k Employees (India),Consulting,8
2245,Syrma Technology,4.1,(225 Reviews),Private,"Chennai,Tamil Nadu + 7 more",18 years old,201-500 Employees (India),Design,8
2246,Mitsuba Sical,3.6,(225 Reviews),Public,Michigan + 13 more,25 years old,201-500 Employees (India),Automobile,9
2247,XL Health,4.5,(225 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",25 years old,11-50 Employees (India),Insurance,2
2248,Infiniti Researc...,3.8,(225 Reviews),Private,London + 1 more,19 years old,501-1k Employees (India),Analytics / KPO / Research,15
2249,XL Health,4.5,(225 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",25 years old,11-50 Employees (India),Insurance,18
2250,HSBC Global Serv...,4.1,(225 Reviews),Private,London + 9 more,157 years old,10k-50k Employees (India),Banking,3
2251,Metso Outotec,4.4,(225 Reviews),Gurgaon/Gurugram + 20 more,501-1k Employees (India),,,Industrial Equipment / Machinery,17
2252,Spark Minda,3.8,(841 Reviews),Public,Gurgaon + 22 more,64 years old,10k-50k Employees (India),Automobile,4
2253,SUEZ Environneme...,4.1,(435 Reviews),Private,"Paris,Ile De France + 27 more",25 years old,1k-5k Employees (India),Power,4
2254,Bharat Bijlee,4.1,(224 Reviews),Public,"Mumbai,Maharashtra + 15 more",76 years old,501-1k Employees (India),Manufacturing,14
2255,Roca Bathroom Pr...,4.0,(224 Reviews),Private,Municipality Of GavÃ + 38 more,16 years old,1k-5k Employees (India),Building Material,9
2256,DEN Networks,3.8,(224 Reviews),Public,"Delhi,NCT + 25 more",15 years old,1k-5k Employees (India),Internet,9
2257,Fujiyama Power S...,3.7,(224 Reviews),Private,"Delhi/NCR,Delhi + 28 more",26 years old,51-200 Employees (India),Power,18
2258,Angelique Intern...,4.4,(224 Reviews),Private,"Delhi/NCR,New Delhi + 11 more",26 years old,501-1k Employees (India),Engineering & Construction,10
2259,Pratibha Industr...,4.2,(224 Reviews),Public,"Mumbai,Maharashtra + 17 more",40 years old,501-1k Employees (India),Architecture / Interior Design,4
2260,FabHotels,3.5,(224 Reviews),Private,"Gurgaon,Haryana + 24 more",8 years old,501-1k Employees (India),Internet,12
2261,Henry Harvin Edu...,4.7,(224 Reviews),"Noida,Uttar Pradesh + 6 more",7 years old,51-200 Employees (India),,e-Learning / EdTech,8
2262,TCG Lifesciences,4.0,(224 Reviews),Public,"Kolkata,West Bengal + 6 more",21 years old,1k-5k Employees (India),Biotech & Life sciences,2
2263,Zoomcar,3.7,(224 Reviews),Private,"Bangalore,Karnataka + 28 more",10 years old,1k-5k Employees (India),Internet,13
2264,Yum!,4.1,(1.8k Reviews),Private,"Colonel Sanders Lane,Louisville + 24 more",25 years old,501-1k Employees (India),Food Processing,16
2265,Hindustan Times,3.8,(944 Reviews),Private,"Delhi/NCR,Delhi + 36 more",98 years old,1k-5k Employees (India),Media & Entertainment / Publishing,2
2266,NICE,4.0,(257 Reviews),Public,"Pune,Maharashtra + 10 more",36 years old,1k-5k Employees (India),Software Product,11
2267,Einfochips,3.7,(223 Reviews),Private,"San Jose,California + 3 more",28 years old,1k-5k Employees (India),Design,10
2268,Country Inns & S...,3.9,(223 Reviews),Private,"Minnetonka,Minnesota + 22 more",37 years old,11-50 Employees (India),Travel & Tourism / Hospitality,15
2269,Symbiotec Pharma...,3.9,(223 Reviews),Private,"Indore,Madhya Pradesh + 5 more",28 years old,51-200 Employees (India),Manufacturing,17
2270,Me n Moms,3.1,(223 Reviews),Private,"Mumbai,Maharashtra + 34 more",28 years old,201-500 Employees (India),Retail,8
2271,L&T Heavy Civil ...,4.5,(223 Reviews),Chennai + 32 more,5k-10k Employees (India),,,Engineering & Construction,18
2272,Zeetech Manageme...,4.5,(223 Reviews),Private,Dehradun + 34 more,11 years old,1-10 Employees (India),Dehradun,9
2273,Quintessence Bus...,4.1,(223 Reviews),Private,"Dallas,Texas",11 years old,501-1k Employees (India),IT Services & Consulting,8
2274,ASM Technologies,3.5,(223 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 15 more",30 years old,501-1k Employees (India),IT Services & Consulting,14
2275,ITC Limited Food...,4.1,(223 Reviews),Kolkata + 35 more,112 years old,10k-50k Employees (India),,Food Processing,18
2276,Bharat Aluminium...,4.0,(222 Reviews),Private,"Delhi/NCR,New Delhi + 10 more",57 years old,1k-5k Employees (India),Metals & Mining,20
2277,Hinduja Housing ...,4.1,(222 Reviews),Private,"Chennai,Tamil Nadu + 77 more",7 years old,1k-5k Employees (India),NBFC,20
2278,MetroTelworks,3.8,(222 Reviews),Private,Ahmedabad + 28 more,18 years old,51-200 Employees (India),Telecom / ISP,12
2279,Uniparts Group,4.0,(222 Reviews),Private,"Noida,Uttar Pradesh + 14 more",38 years old,501-1k Employees (India),Agriculture / Forestry / Fishing,19
2280,Hinduja Housing ...,4.1,(222 Reviews),Private,"Chennai,Tamil Nadu + 77 more",7 years old,1k-5k Employees (India),NBFC,14
2281,Satyam Venture E...,3.2,(222 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",22 years old,501-1k Employees (India),Engineering & Construction,17
2282,Impetus Technolo...,4.0,(222 Reviews),Private,Los Gatos + 14 more,31 years old,1k-5k Employees (India),Software Product,3
2283,PC Solutions,3.8,(222 Reviews),Private,"Delhi/NCR,Delhi + 12 more",34 years old,201-500 Employees (India),IT Services & Consulting,7
2284,Eli Lilly and Co...,4.4,(222 Reviews),Public,"Indianapolis,Indiana + 18 more",29 years old,1k-5k Employees (India),Pharmaceutical & Life Sciences,17
2285,Omkar Realtors a...,4.3,(221 Reviews),Private,Mumbai + 8 more,19 years old,201-500 Employees (India),Real Estate,12
2286,Bharat Oman Refi...,3.6,(221 Reviews),Public,"Bina,Madhya Pradesh + 16 more",11 years old,501-1k Employees (India),Oil & Gas,9
2287,Indostar Capital...,4.1,(221 Reviews),Public,"Mumbai,Maharashtra + 100 more",11 years old,501-1k Employees (India),Financial Services,15
2288,Harsha Engineers,4.1,(221 Reviews),Private,"Ahmedabad,Gujarat + 7 more",36 years old,501-1k Employees (India),Industrial Equipment / Machinery,18
2289,India Nippon Ele...,4.1,(221 Reviews),Public,"Hosur,Tamil Nadu + 15 more",38 years old,501-1k Employees (India),Manufacturing,13
2290,Coffee Day,3.5,(221 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 32 more",29 years old,1k-5k Employees (India),Retail,8
2291,Kores,4.1,(221 Reviews),Private,"Mumbai,Maharashtra + 27 more",86 years old,1k-5k Employees (India),FMCG,14
2292,Ircon Internatio...,4.1,(221 Reviews),Private,"Delhi/NCR,Delhi + 34 more",46 years old,1k-5k Employees (India),Engineering & Construction,8
2293,Data Entry,3.8,(221 Reviews),Private,New Delhi + 75 more,23 years old,51-200 Employees (India),BPO / Call Centre,14
2294,Cooper Corporati...,3.6,(221 Reviews),Private,"Pune,Maharashtra + 6 more",100 years old,1k-5k Employees (India),Manufacturing,7
2295,Narayana e-Techn...,3.8,(221 Reviews),Private,Hyderabad + 31 more,10 years old,501-1k Employees (India),Education / Training,12
2296,Maxxis Rubber,3.4,(221 Reviews),Private,"Ahmedabad,Gujarat + 11 more",7 years old,51-200 Employees (India),Manufacturing,11
2297,Varroc Engineeri...,3.9,(221 Reviews),Aurangabad + 13 more,32 years old,1k-5k Employees (India),,Auto Components,11
2298,Lloyd Insulation...,3.9,(220 Reviews),Private,"Delhi/NCR,Delhi + 18 more",64 years old,501-1k Employees (India),Industrial Equipment / Machinery,13
2299,Amrit Cement,4.0,(220 Reviews),Private,"Kolkata,West Bengal + 14 more",14 years old,501-1k Employees (India),Building Material,18
2300,Teamware Solutio...,4.0,(220 Reviews),Private,"Chennai,Tamil Nadu + 9 more",19 years old,501-1k Employees (India),IT Services & Consulting,2
2301,Piramal Swasthya,4.0,(220 Reviews),NGO/NPO,"Hyderabad/Secunderabad,Telangana + 34 more",15 years old,10k-50k Employees (India),Medical Services / Hospital,15
2302,TI Cycles of Ind...,4.3,(220 Reviews),Public,"Chennai,Tamil Nadu + 22 more",73 years old,1k-5k Employees (India),Automobile,20
2303,ReGen Powertech,3.8,(220 Reviews),Private,"Chennai,Tamil Nadu + 17 more",16 years old,501-1k Employees (India),Internet,18
2304,SitusAMC,3.4,(220 Reviews),Gurgaon/Gurugram + 12 more,1k-5k Employees (India),,,Software Product,15
2305,Bharat Seats,3.7,(219 Reviews),Public,"Gurgaon/Gurugram,Haryana + 6 more",36 years old,201-500 Employees (India),Industrial Equipment / Machinery,19
2306,Tirumala Milk Pr...,4.1,(219 Reviews),Private,"Chennai,Tamil Nadu + 32 more",26 years old,201-500 Employees (India),Agriculture / Forestry / Fishing,12
2307,Nature's Basket,4.0,(219 Reviews),Private,"Mumbai,Maharashtra + 7 more",17 years old,501-1k Employees (India),Internet,13
2308,Lotte India Corp...,3.9,(219 Reviews),Public,"Chennai,Tamil Nadu + 47 more",18 years old,501-1k Employees (India),FMCG,11
2309,Reliance Fresh,4.5,(219 Reviews),Private,Mumbai + 50 more,16 years old,1k-5k Employees (India),Consumer goods,5
2310,Tata BlueScope S...,3.7,(219 Reviews),Private,"Pune,Maharashtra + 22 more",20 years old,501-1k Employees (India),Building Material,1
2311,Anmol Industries,3.9,(219 Reviews),Public,"Kolkata,West Bengal + 32 more",28 years old,501-1k Employees (India),Food Processing,3
2312,Samsonite,4.2,(219 Reviews),Private,"Mumbai,Maharashtra + 37 more",112 years old,201-500 Employees (India),Consumer goods,19
2313,Teradata,4.2,(219 Reviews),Private,"San Diego,California + 7 more",43 years old,1k-5k Employees (India),Internet,7
2314,Citylife Retail,3.8,(219 Reviews),Private,"Kolkata,West Bengal + 47 more",16 years old,51-200 Employees (India),Retail,12
2315,Tsys Card Tech S...,4.3,(219 Reviews),"Columbus,Georgia + 2 more",38 years old,1k-5k Employees (India),,IT Services & Consulting,15
2316,Samvardhana Moth...,3.8,(3.6k Reviews),Noida + 21 more,47 years old,5k-10k Employees (India),,Automobile,5
2317,Rolta India,2.9,(218 Reviews),Public,"Mumbai,Maharashtra + 10 more",33 years old,501-1k Employees (India),Engineering & Construction,15
2318,New Holland Fiat...,4.3,(218 Reviews),Private,"Delhi/NCR,Delhi + 32 more",24 years old,501-1k Employees (India),Industrial Equipment / Machinery,8
2319,Rieter,3.9,(218 Reviews),Private,"Khandala,Punjab + 8 more",27 years old,501-1k Employees (India),Industrial Equipment / Machinery,10
2320,Continental Engi...,4.1,(218 Reviews),Private,New Delhi + 23 more,39 years old,10k-50k Employees (India),Automobile,16
2321,Aculife Healthca...,3.7,(218 Reviews),Private,"Ahmedabad,Gujrat + 19 more",8 years old,1k-5k Employees (India),Pharmaceutical & Life Sciences,8
2322,Runwal Group,4.0,(218 Reviews),"Mumbai,Maharashtra + 5 more",44 years old,201-500 Employees (India),,Real Estate,1
2323,Linkquest Teleco...,3.4,(218 Reviews),Private,"Noida,Uttar Pradesh + 33 more",26 years old,501-1k Employees (India),Consulting,12
2324,Tata Toyo Radiat...,3.4,(218 Reviews),"Pune,Maharashtra + 8 more",24 years old,201-500 Employees (India),,Automobile,5
2325,URC Construction,3.8,(218 Reviews),Private,"Chennai,Tamil Nadu + 23 more",66 years old,201-500 Employees (India),Engineering & Construction,3
2326,Ashiana Housing,4.2,(218 Reviews),Public,"Delhi/NCR,Delhi + 14 more",43 years old,1k-5k Employees (India),Real Estate,1
2327,Myk Laticrete,4.0,(218 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 31 more",22 years old,1k-5k Employees (India),Building Material,4
2328,Becton Dickinson,4.2,(229 Reviews),"Franklin Lakes,New Jersey + 20 more",21 years old,1k-5k Employees (India),,Biotech & Life sciences,8
2329,Sri Krishna Phar...,3.9,(217 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",48 years old,201-500 Employees (India),Manufacturing,3
2330,JNS Instruments,3.8,(217 Reviews),Public,Gurgaon + 11 more,21 years old,501-1k Employees (India),Automobile,10
2331,Star Bazaar,4.2,(217 Reviews),Private,"Mumbai,Maharashtra + 18 more",24 years old,1k-5k Employees (India),Retail,2
2332,SG Analytics,3.9,(217 Reviews),Private,Pune + 2 more,16 years old,1k-5k Employees (India),Consulting,11
2333,M*Modal,3.2,(217 Reviews),Private,"Franklin,Tennesse + 8 more",21 years old,1k-5k Employees (India),IT Services & Consulting,10
2334,Wirpo Technologi...,3.8,(217 Reviews),Bengaluru/Bangalore + 19 more,1 Lakh+ Employees (Global),,,IT Services & Consulting,14
2335,Ashapura Group O...,4.0,(217 Reviews),Public,"Mumbai,Maharashtra + 26 more",62 years old,201-500 Employees (India),Metals & Mining,7
2336,L. N. Malviya In...,3.9,(217 Reviews),Private,"Bhopal,Madhya Pradesh + 56 more",12 years old,1k-5k Employees (India),Consulting,2
2337,S. M. Auto Engin...,3.5,(217 Reviews),Private,"Pune,Maharashtra + 4 more",46 years old,501-1k Employees (India),Automobile,9
2338,ManipalCigna Hea...,4.1,(217 Reviews),JV,"Mumbai,Maharashtra + 65 more",10 years old,1k-5k Employees (India),Financial Services,16
2339,CSG Internationa...,4.3,(217 Reviews),Private,"Englewood,Colorado + 2 more",28 years old,1k-5k Employees (India),Internet,13
2340,PayU Payments,4.2,(220 Reviews),Private,Amsterdam + 10 more,20 years old,1k-5k Employees (India),Financial Services,9
2341,Securitas,4.2,(216 Reviews),Private,Stockholm + 22 more,88 years old,10k-50k Employees (India),Consulting,20
2342,Syndicate Bank,4.1,(216 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 55 more",97 years old,10k-50k Employees (India),Financial Services,4
2343,Kutchina,3.8,(216 Reviews),Private,"Kolkata,West Bengal + 43 more",19 years old,201-500 Employees (India),Consumer goods,10
2344,UCO Bank,4.0,(216 Reviews),Public,"Kolkata,West Bengal + 67 more",79 years old,5k-10k Employees (India),Financial Services,12
2345,Cosmo Films,4.3,(216 Reviews),Public,"Delhi/NCR,New Delhi + 5 more",41 years old,1k-5k Employees (India),Manufacturing,17
2346,ADNOC,4.6,(216 Reviews),Private,"Abu Dhabi,Abu Dhabi + 6 more",51 years old,1k-5k Employees (India),Chemicals / Agri Inputs,14
2347,TOPS,3.9,(216 Reviews),Private,"Delhi,NCT + 27 more",38 years old,501-1k Employees (India),Food Processing,14
2348,Agilent Technolo...,4.2,(232 Reviews),Private,"Santa Clara,California + 12 more",23 years old,1k-5k Employees (India),Biotech & Life sciences,2
2349,Tally Solutions,4.4,(217 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 44 more",36 years old,501-1k Employees (India),Design,20
2350,National Fertili...,4.1,(215 Reviews),Public,Noida + 21 more,48 years old,1k-5k Employees (India),Chemicals / Agri Inputs,11
2351,Scania,4.3,(215 Reviews),Private,"Södertälje,Södertälje + 19 more",131 years old,201-500 Employees (India),Automobile,16
2352,Holcim,3.6,(215 Reviews),Private,Navi Mumbai + 24 more,110 years old,1k-5k Employees (India),Metals & Mining,19
2353,L&T Valves,3.8,(215 Reviews),Private,"Chennai,Tamil Nadu + 9 more",61 years old,501-1k Employees (India),Design,6
2354,El Seif Engineer...,4.4,(215 Reviews),Private,Riyadh + 13 more,47 years old,51-200 Employees (India),Engineering & Construction,19
2355,Precision Automa...,3.8,(215 Reviews),Private,"Satara,Maharashtra + 5 more",32 years old,1k-5k Employees (India),Industrial Equipment / Machinery,5
2356,Kirby Building S...,3.8,(215 Reviews),Private,Kuwait City + 18 more,24 years old,501-1k Employees (India),Manufacturing,4
